title1,abstract1,title2,abstract2,cosine_similarity,calibrated_similarity
Pengaruh Cyberbullying Terhadap Kesehatan Mental Remaja,"Penelitian ini bertujuan untuk mengetahui pengaruh cyberbullying terhadap kesehatan mental remaja. Penelitian ini menggunakan pendekatan kuantitatif. Pengumpulan data menggunakan angket dengan jumlah responden 92 orang remaja yang dipilih menggunakan teknik purposive sampling. Hasil penelitian ini menunjukkan terdapat pengaruh yang cukup signifikan antara cyberbullying dengan kesehatan mental remaja. Berdasarkan hasil penelitian diperoleh nilai F hitung sebesar 149.936 dengan tingkat signifikansi 0.000 lebih kecil dari 0.005 artinya terdapat pengaruh yang signifikan antara cyberbullying terhadap kesehatan mental remaja. Sementara itu, uji koofesien determinasi di peroleh hasil R Square 0.625 yang artinya bahwa pengaruh antara cyberbullying dengan kesehatan mental remaja sebesar 62.5%.",Dampak Paparan Merkuri Terhadap Gangguan Kesehatan Penambang Emas Skala Kecil: Systematic Review,"Pemakaian Merkuri (Hg) untuk pemisahan emas dari batuan (amalgamasi) sangat berbahaya pada kesehatan dimana dapat nebimbulkan gangguan kesehatan. Paparan Hg terjadi akibat mengkonsumsi makanan atau air yang mengandung merkuri atau menghirup partikel merkuri. Tujuan systematic review yaitu untuk mengetahui dampak paparan merkuri terhadap gangguan kesehatan penambang emas skala kecil. Penelusuran literatur artikel terkait dengan menelusuri artikel di jurnal-jurnal PubMed, Researchgate, google scholar search, ChemPubSoc Europe, International Journal of Environment Research and Public Health (IJERP), semanticscholar, International Journal of Education And Research (IJERN) dan Science Direct, geosciences, dan jurnal nasional melalui Portal Garuda Indonesia, Indonesia Widget One Search yang dipublish tahun 2012 hingga tahun 2022 dengan kata kunci paparan merkuri penambang emas tradsional. Hasil penelitian yaitu terdapat 6 artikel yang menunjukkan bahwa adanya gejala gangguan neurologis dan 5 artikel lainnya menunjukan adanya gejala gangguan fungsi hati dan ginjal (1), gangguan neurologis dan ginjal (1), gangguan fungsi hati (1) serta gangguan kesehatan lainnya tanpa menyebutkan gangguan kesehatan spesifik (3). Penggunaan merkuri pada pengolahan emas dalam jangka waktu lama sangat berdampak pada kesehatan",0.78,0.23
Uji Reliabilitas dan Validitas Instrumen Literasi Kesehatan Digital untuk Mahasiswa Program Sarjana,"Pengukuran literasi kesehatan belum banyak dilakukan di Indonesia, padahal literasi sebagai penanda pendahulu praktik masyarakat dalam melakukan hidup sehat. Ada berbagai instrumen pengukuran literasi kesehatan antara lain kuesioner literasi kesehatan -Health Literacy Scale-Eropean Union (HLS-EU) dan kuesioner literasi kesehatan digital - eHealth Literacy Scale (e-HEALS). Reliabilitas dan validitas kuesioner e-HEALS belum banyak diteliti di Indonesia. Tujuan: Menguji reliabilitas dan validitas kriteria instrumen literasi kesehatan digital (e-HEALS ) untuk mahasiswa. Metode: Metode penelitian deskriptif kuantitatif, desain potong lintang. Populasi seluruh mahasiswa Program Studi Sarjana Kesehatan Masyarakat STIKes Dharma Husada, dengan kriteria inklusi aktif di bulan September 2022 dan memiliki WhatsApp. Kriteria ekslusi adalah mahasiswa semester satu yang belum mulai kuliah. Populasi berjumlah 186 mahasiswa, dengan sampel 130 mahasiswa. Analisis data menggunakan uji Cronbach Alpha dan uji korelasi Spearman. Hasil: Kuesioner e-HEALS maupun HLS-EU reliabel. Uji reliabilitas dengan Cronbach Alpha diperoleh hasil sebesar 0,789 (e-HEALS) dan 0,758 (HLS-EU). Pembuktian validitas kriteria e-HEALS dengan uji korelasi Spearman, hasilnya ada korelasi positif literasi kesehatan digital dengan literasi kesehatan pada mahasiswa (r=0,183 ; p=0,037). 
Kesimpulan: Kuesioner e-HEALS maupun HLS-EU reliabel, maka kuesioner tersebut dapat digunakan khususnya pada mahasiswa. Kuesioner e-HEALS valid, ditunjukan dengan adanya korelasi positif antara hasil e-HEALS dengan hasil HLS-EU pada mahasiswa.",Kesehatan Mental pada Remaja di Lingkungan Sekolah Menengah Atas Wilayah Urban dan Rural Kabupaten Jember,"Remaja adalah periode kritis untuk meningkatkan kesehatan mental karena lebih dari separuh masalah kesehatan mental dimulai pada tahap remaja dan beberapa di antaranya bertahan hingga dewasa.Masa remaja adalah periode penting untuk mengembangkan kebiasaan sosial dan emosional yang penting untuk kesejahteraan mental.Adapun tujuan penelitian ini adalah untuk mendeskripsikaan kesehatan mental pada remaja di lingkungan sekolah menengah atas wilayah urban dan rural Kabupaten Jember. Rancangan penelitian ini adalah penelitian deskriptif kuantitatif. Penelitian ini dilakukan di sekolah menengah atas pada wilayah rural dan urban di Kabupaten Jember dengan jumlah sampel sejumlah 250 responden yang dipilih menggunakan metode purposive sampling. Penelitian ini menggunakan analisis univariat, dimana dalam hasil penelitian ini akan ditunjukkan data demografi dan gambaran kesehatan mental pada remaja.. Hasil penelitian menunjukkan bahwa sebesar 65,6% responden memiliki kesehatan mental yang kurang dan sebesar 34,4% responden memiliki Kesehatan mental yang baik. Hasil penelitian ini menjelaskan bahwa maasa remaja adalah masa untuk memiliki awal yang sehat dalam hidup. Oleh karena itu, guru sekolah, teman, dan orang tua berada di posisi terbaik untuk mengenali dan mendukung kaum muda yang menderita masalah kesehatan mental.",0.82,0.23
Analisis Implementasi Standar Pelayanan Minimal Di Fasilitas Kesehatan Yang Berhubungan Dengan Perairan,"Di Indonesia angka korban meninggal tenggelam akibat bencana alam menurut Badan Nasional Penanggulangan Bencana (BNPB) sebanyak 44 orang selama tahun 2013, angka itu relatif sedikit dibandingkan dengan korban meninggal tenggelam di laut menurut Komite Nasional Keselamatan Transportasi (KNKT) pada tahun 2013 sebanyak 65 korban jiwa (Gobel et al, 2014). Tujuan penelitian ini untuk mendapatkan gambaran mengenai bagaimana implementasi standar pelayanan minimal yang dilakukan tenaga perawat dalam menangani pasien yang mengalami gangguan kesehatan didaerah perairan. Penelitian ini menggunakan desain penelitian deskriptif kualitatif mengumpulkan data dengan focus group discussion (FGD). Hasil penelitian diharapkan dapat menjadi dasar dalam menyusun standar pelayanan minimal gawat darurat perairan.",Promosi Kesehatan Stop Buang Air Besar Sembarangan (BABS) Melalui Pendekatan STBM Pilar Pertama,"Studi literatur ini dilakukan untuk mengetahui solusi dari permasalahan sanitasi yang buruk melalui pilar pertama Sanitasi Total Berbasis Masyarakat (STBM) terkait open defecation free (ODF) dengan menggunakan metode pemicuan yang berfungsi untuk menimbulkan rasa jijik, takut, cemas, dan dosa buang air besar sembarangan serta gambaran umum tentang promosi kesehatan menuju ODF dan langkah-langkah promosi jamban sehat dengan tangki septik komunal sebagai alternatif ODF. Pendekatan yang digunakan dalam penelitian ini adalah studi literatur yang menganalisis karya tulis ilmiah, buku, dan jurnal nasional. STBM merupakan pendekatan untuk mengubah perilaku higiene dan sanitasi melalui pemberdayaan masyarakat dengan metode pemicuan. Perilaku STBM diikuti dengan penggunaan sarana sanitasi berupa jamban sehat. Jamban sehat merupakan pendekatan dengan proses fasilitasi sederhana yang dapat mengubah kebiasaan buruk (buang air besar sembarangan) dan diharapkan jamban sehat ODF dan kewajiban sanitasi dalam membangun jamban sehat menjadi bagian dari tanggung jawab masyarakat. Jamban sehat harus dibangun, dimiliki, dan digunakan oleh keluarga dengan posisi (di dalam rumah atau di luar rumah) yang mudah dijangkau oleh penghuni rumah.",0.71,0.23
Edukasi Kesehatan Reproduksi Remaja Mengenai Bahaya Seks Bebas,"Pengetahuan remaja tentang pendidikan seksual yang sehat dan akseptabel masih terbatas. Rasa ingin tahu yang mendominasi remaja tentang kegiatan tersebut, membuat mereka melakukan perilaku yang mengarah pada percobaan sampai melakukan perbuatan seks bebas yang bisa menyebabkan penyakit menular seksual. Untuk mengetahui pengaruh Edukasi Kesehatan terhadap pengetahuan Kesehatan reproduksi mengenai bahaya sex bebas pada siswa-siswi SMP PGRI 1 Ciawi. Penelitian pra-eksperimen dilakukan kepada siswa-siswi SMP PGRI 1 Ciawi dengan metode pengambilan sampel dengan random sampling sebanyak 29 responden, untuk memperoleh hasil penelitian digunakan uji T pada pretest dan post test dengan P-value <0,05. Diperoleh hasil perhitungan uji statistic dengan menggunakan komputerisasi, diperoleh nilai t sebesar -4,792 dan p=0,000 (p<0,05). Terdapat pengaruh Edukasi Kesehatan terhadap pengetahuan siswa-siswi SMP PGRI 1 Ciawi.",TANTANGAN DAN ISU STRATEGIS SUMBER DAYA KESEHATAN MANUSIA KESEHATAN PADA PUSKESMAS DI INDONESIA,"Sumber daya manusia kesehatan berperan penting sebagai upaya kesehatan dalam mencapai derajat kesehatan masyarakat yang setinggi-tingginya. Sumber Daya Manusia Kesehatan (SDMK) adalah tenaga kesehatan dan tenaga penunjang kesehatan yang terlibat dan bekerja serta mengabdikan dirinya dalam upaya dan manajemen kesehatan. Indonesia menghadapi tantangan terkait transisi epidemiologi selama tiga dekade terakhir. Dilihat dari beban penyakit (burden of diseases) yang diukur dengan Disability Adjusted Life Years (DALYs). Hal tersebut saat berpengaruh terhadap SDMK karena sumber daya manusia kesehatan merupakan suatu hal yang penting dalam pembangunan kesehatan dan pengelolaan system kesehatan nasional. Kondisi sumber daya manusia kesehatan di puskesmas saat ini diketahui belum mampu memenuhi kebutuhan pelayanan kesehatan di seluruh wilayah Indonesia, terutama pada daerah 3T yaitu daerah terdepan, terpencil, dan tertinggal. Penelitian ini bertujuan untuk menganalisis tantangan dan isu strategis sumber daya manusia kesehatan pada puskesmas. Penelitian dilakukan dengan metode kajian literatur dari berbagai buku, artikel jurnal, dan regulasi melalui Google dan Google Scholar. Hasil penelitian menunjukkan bahwa tantangan dan isu strategis sumber daya manusia kesehatan pada puskesmas meliputi ketersediaan dan distribusi SDM kesehatan, kualitas SDM kesehatan; serta task shifting dan multitasking. Oleh karena itu perlu adanya kebijakan terkait pemenuhan SDM kesehatan seperti insentif, mengatur masa bakti, dan pengembangan karir SDM kesehatan agar permasalahan terkait SDM kesehatan di Indonesia tidak ada lagi.",0.9,0.4
IMPLEMENTASI KURIKULUM MBKM (MERDEKA BELAJAR KAMPUS MERDEKA) DI PROGRAM STUDI TEKNOLOGI PENDIDIKAN UPR DALAM PERSPEKTIF TEORI BELAJAR,"Teori belajar yang bisa digunakan dalam pendidikan yaitu teori behavirostik, kognitif, dankonstruktivis.Kurikulum MBKM memberikan warna baru dalam dunia pendidikan. Implementasikurikulum didasari atasteori belajar. Artikel ini bertujuan menjelaskan implementasi kurikulum MBKM (Merdeka Belajar KampusMerdeka) dalam perspektif tori belajar. Metode yang digunakan adalah studi literatur yaitu mengumpulkanreferensi tentang tentang teori belajar, kurikulum MBKM Prodi Teknologi Pendidikan UPR untuk ditarikbenang merah agar mendapatkan intisari. Pengumpulan data dilakukan dengan mencari sumber fisik yaituberupa buku, pedoman, artikel jurnal cetak maupun sumber online. Data yang dikumpulkan berupakualitatif. Implementasi kurikulum merdeka di Program Studi Teknologi Pendidikan menunjukkanbahwa dari8 program MBKM, ada 3 Program MBKM yang diikuti oleh mahasiswa. Salah satu model pembelajaranyang digunakan dalam kurikulum MBKM Program Studi Teknologi Pendidika yaitu Pembelajaran BerbasisProyek (PjBL) yang melibatkan mahasiswa untuk berperanaktif dan membangun dan mengkonstruksikanpengetahuannya. Kurikulum MBKM didasari olehteori konstruktivistik yang mendominasi, tetapi tetap adaunsur behavioristik dan kognitif. Implementasi Kurikulum MBKM yang berlandaskan teori belajarkonstruktivisme ini menekankan aspek kemerdekaan atau kebebasan pada mahasiswa maupun dosenuntuk mengembangkan proses pembelajaran berdasarkan pengalaman nyata yang selanjutnyadihubungkan pada teori atau konsep.",MENINGKATKAN KESEHATAN MENTAL DI MASA PANDEMIC,"Pandemi Covid-19 telah membuat banyak orang, hampir dari semua kelompok umur di berbagai negara, terpaksa menjalani kebiasaan baru yang berpotensi meruntuhkan kesehatan mental. Mulai dari para petugas kesehatan, siswa-siswi yang tidak bisa ke sekolah, pekerja yang berisiko terpapar Covid-19 dan terancam gelombang PHK, masyarakat yang jatuh miskin karena ekonomi terus memburuk, hingga mereka yang harus menjalani isolasi saat lock down, semua menghadapi risiko penurunan kualitas kesehatan mental. Tujuan dari Program Pengabdian Masyarakat ini adalah untuk meningkatkan pemahaman masyarakat mengenai pentingnya menjaga kesehatan mental baik di masa pandemic maupun kehidupan selanjutnya. P2M ini diberikan pada seluruh lapisan masyarakat. Dengan metode intervensi berupa pemberian seminar, efektivitas dari program ini diukur dengan menggunakan metode survey dan kuesioner mengenai kesehatan mental. Hasil dari Kegiatan Program Pengabdian Masyarakat yang dilakukan, dapat disimpulkan bahwa pemberian informasi dan pengetahuan mengenai kesehatan mental dapat mempengaruhi kemampuan peserta dalam menghadapi gangguan kesehatan mental. Peserta yang memahami materi yang disampaikan juga lebih banyak (64%) dibandingkan peserta yang kurang memahami, dan 66% peseta menilai bahwa program yang dilakukan tercapai.",0.75,0.23
Upaya Guru Dalam Meningkatkan Kualitas Pembelajaran Melalui Penerapan Teknologi Informasi di MI Miftahul Ulum Bago Pasirian,"Upaya peningkatan mutu pendidikan di Indonesia dilakukan dengan berbagai cara. Salah satunya dengan mengubah pendidikan konvensional menjadi pendidikan berbasis teknologi. Strategi dalam peningkatan mutu pendidikan dilakukan dengan penerapan teknologi informasi dalam pembelajaran di sekolah. Dengan penerapan tersebut akan mendukung proses pembelajaran yang menghasilkan siswa terampil dalam mengantisipasi kemajuan ilmu pengetahuan dan teknologi. Tujuan penelitian ini adalah untuk mengetahui bagaimana guru dan penerapan teknologi informasi dalam peningkatan mutu pembelajaran. Penelitian yang digunakan adalah pendekatan kualitatif dari hasil observasi, wawancara dan dokumentasi. Subjek yang digunakan dalam penelitian ini adalah lembaga MI Miftahul Ulum Bago Pasirian. Berdasarkan penelitian yang dilakukan peneliti, peran yang dilakukan guru dalam pembelajaran yaitu: pertama, mendorong siswa untuk berinteraksi dengan sumber belajar atau media pembelajaran; kedua, mendorong siswa untuk berdiskusi dengan temannya; ketiga, mengajukan pertanyaan dari guru kepada siswa atau siswa kepada temannya; keempat, memantau persepsi dan proses berpikir siswa; kelima, memantau dan mengamati hasil belajar; keenam, sebagai mediator dalam diskusi siswa; dan ketujuh, melakukan evaluasi untuk selalu meningkatkan hasil belajar siswa. Peran ini disertai dengan penerapan sistem teknologi informasi dalam pembelajaran.",Analisis Perkembangan Ilmu Pengetahuan dan Teknologi (Iptek) Dalam Pendidikan,"Penelitian ini bertujuan untuk mengetahui memaparkan Perkembangan Ilmu Pengetahuan dan Teknologi dalam pendidikan. Didalam bidang Pendidikan Teknologi memberikan proses belajar yang mudah dilakukan. Semenjak berkembangnya IPTEK proses pendidikan menjadi lebih maju. Banyak yang berubah dari waktu ke waktu karna adanya teknologi. Perubahan yaitu seperti; cara guru mengajar, cara siswa belajar dan materi pembelajaran yang selalu di perbaharui. Biasanya proses pembelajaran dengan cara bertatap muka, namun sekarang pembelajaran dapat dilakukan dengan cara dari rumah masing-masing, seperti; aplikasi zoom, google classroom dan media lain yang dapat digunakan. Selain banyak memberikan manfaat, penyalahgunaan Teknologi juga memiliki dampak negatif seperti terjadinya plagiaritas, terancamnya kerahasiaan alat tes, mamanfaatkan teknologi untuk melihat atau mecari sesuatu yang tidak baik, dan lain-lain.",0.86,0.31
PERAN MEDIA PEMBELAJARAN BERBASIS TEKNOLOGI DALAM MENINGKATKAN LITERASI DIGITAL PADA PEMBELAJARAN IPS DI SD KELAS TINGGI,"Latar belakang penelitian ini ialah pesatnya perkembangan teknologi yang identik dengan adanya era disrupsi. Dimana era ini menuntut proses pembelajaran agar mampu mengintegrasikan pemanfaatan media teknologi pada proses kegiatan belajar mengajar IPS di SD kelas tinggi melalui pengembangan media pembelajaran. Penelitian ini bertujuan untuk memperoleh informasi mengenai peran dari pemanfaatan media pembelajaran berbasis teknologi dalam mengembangkan literasi digital bagi peserta didik khususnya pada proses belajar mengajar materi IPS SD kelas tinggi. Pendekatan studi literatur merupakan metode yang dipakai pada penelitian yang dilakukan. Dimana penelitian ini bersumber dari beberapa jurnal yang relevan dengan topik bahasan dalam lingkup Peran Media Pembelajaran yang berbasis Teknologi dalam Pembelajaran IPS di SD Kelas Tinggi dan Literasi digital. Hasil penelitian yang di dapat dari penelitian yang dilakukan ialah, pemanfaatan teknologi sebagai media pembelajaran dalam proses pembelajaran IPS di SD kelas tinggi berpengaruh terhadap paradigma pembelajaran IPS yang mampu meningkatkan motivasi, hasil belajar dan literasi digital pada peserta didik.",Peranan dan Tanggungjawab Pemerintah dalam Pelayanan Kesehatan Pasca Berlakunya UU Cipta Kerja,"Ada lima undang-undang bidang kesehatan yang diubah pasca pemberlakuan UU Cipta Kerja. Mengingat dampak pemberlakuan UU Cipta Kerja yang luar biasa mengubah peraturan perundang-undangan di sektor kesehatan,Â menjadi sangat penting untuk menganalisis peranan dan tanggungjawab pemerintah dalam pelayanan kesehatan pasca berlakunya UU Cipta Kerja sebagai bagian pemberlakuan Omnibus Law di Indonesia. Melalui penelitian yuridis normatif, dihasilkan penelitian bahwa pemerintah sebagai penanggungjawab terhadap perencanaan, pengaturan, penyelenggaraan, pembinaan, dan pengawasan penyelenggaraan upaya kesehatan yang merata dan terjangkau oleh masyarakat, melalui UU Ciptaker mengubah aturan di bidang kesehatan seperti penyederhanaan pasal-pasal dalam UU Kesehatan dan UU Rumah Sakit, jasa pelayanan kesehatan medis tidak dikenakan PPN, pemberian jasa pelayanan kesehatan medis tidak hanya pada tenaga kesehatan dan asisten tenaga kesehatan, dan mengharuskan rumah sakit melakukan akreditasi setiap tiga tahun sekali. Terkait hal tersebut, pemerintah berperan mengatur praktik pelayanan kesehatan di rumah sakit berupaÂ pembinaan dan pengawasan terhadap rumah sakit, meminimalisir pembuatan kebijakan yang merugikan kepentingan tenaga kesehatan yang bekerja di rumah sakit, dan memastikan masyarakat mendapatkan pelayanan kesehatan sesuai ketentuan pelayanan publik, kompetensi, dan standar operasional prosedur.",0.85,0.28
Kesehatan Masyarakat,"setiap orang berhak atas taraf hidup yang sehat dan kesejatraan dirinya sendiri dan keluarga.pentingnya kesehatan sebagai hak dan kewajiban sebagai kondisi yang diperlukan sepenuhnya.hak atas kesehatan meliputi hak untuk mendapatkan kehidupan dan pekerjaan yang sehat,dan hak untuk mendapatkan pelayanan kesehatan.",GANGGUAN KESEHATAN PADA ANAK USIA DINI AKIBAT KEKURANGAN GIZI DAN UPAYA PENCEGAHANNYA,"Kesehatan adalah hal terpenting dan sangat berharga bagi masyarakat pada umumnya untuk mewujudkan kondisi ini, diperlukan asupan gizi yang cukup. Gizi merupakan zat makanan yang apabila dikonsumsi seseorang maka bisa mendatangkan kesehatan.Jadi kesehatan dan gizi sangat berhubungan. Menyiapkan asupan gizi untuk anak usia dini merupakan hal yang penting untuk diperhatikan oleh orangtua. Karena asupan gizi yang diterima anak usia dini akan mempengaruhi proses tumbuh kembang mereka diusia dewasa kelak. Gizi pada anakÂ tidak dapat dipisahkan dan erat kaitannya dengan kesehatan dan kecerdasan anak. Selain itu, melalui gizi yang diterima anak akan menjadi faktor pendukung dari pertumbuhan dan perkembangan anak. Tujuan penelitian ini adalah untuk meningkatkan kesadaran pendidik maupun orang tua tentang pentingnya kecukupan asupan gizi untuk Anak. Metode yang digunakan dalam penelitian ini kajian pustaka hasil dan pembahasan penelitian yang searah dengan program yang akan diterapkan. Melalui penelitian ini diharapkan dapat memberikan pemahaman kepada pendidik ataupun orang tua yang ada di rumah, sebagai bentuk kesadaran pengawasan akan asupan dan kecukupan gizi anak yang juga sebagai salah satu faktor penting pendukung dari pertumbuhan dan perkembangnnya. factor penyebab kurang gizi; 1). Penyebab langsung, Makanan anak dan penyakit infeksi yang mungkin diderita anak. 2). Penyebab tidak langsung, Ketahanan pangan di keluarga, pola pengasuhan anak, serta kesehatan dan kesehatan lingkungan. Upaya pencegahan dini pada anak yang mengalami gizi buruk; dengan prinsip-prinsip sebagai berikut: 1).Upaya perbaikan status gizi ibu sejak masa remaja. 2). Pemenuhan kebutuhan gizi balita yang dimulai dari ejak lahir dengan standar emas makanan bayi. : 3). Penapisan massal untuk menemukan hambatan pertumbuhan dan gizi kurang pada anak usia dini. 4). Perhatian khusus diberikan kepada bayi dan balita dengan factor resiko mengalami kekurangan gizi. 5). Dukungan program terkait. 6). Dukungan lintas sector. 7). Perhatian khusus diberikan kepada balita yang rentan memiliki gizi buruk. ",0.9,0.4
"PENGUATAN LITERASI, NUMERASI, DAN ADAPTASI TEKNOLOGI PADA PEMBELAJARAN DI SEKOLAH","Penguatan literasi, numerasi, dan adaptasi teknologi merupakan upaya penting untuk meningkatkan kualitas sumber daya manusia di Era Digital dan Era Disrupsi. Indonesia masih sangat jauh tertinggal dari negara lain dalam hal ini. Pemerintah beserta pihak terkait (Sekolah, Perguruan Tinggi, Lembaga Penjaminan Mutu Pendidikan, dan Orang Tua) harus turut serta dalam penguatan literasi, numerasi, dan adaptasi teknologi bagi peserta didik dan pendidik di Indonesia. Salah satu kegiatannya adalah mengintegrasikan kegiatan literasi, numerasi, dan teknologi dalam pembelajaran baik di sekolah maupun di rumah.",Analisis Pengaruh Covid-19 Terhadap Kesehatan Mental Masyarakat Di Indonesia,"Pandemi COVID-19 membawa pengaruh yang besar terhadap kesehatan masyarakat. Bukan hanya dari segi fisik, namun juga kesehatan psikis atau mental yang disebabkan oleh berbagai masalah dan kecemasan. Penelitian ini bertujuan untuk mengetahui faktor apa saja yang mempengaruhi kesehatan mental masyarakat dan mengetahui pengaruh COVID-19 terhadap kesehatan mental masyarakat Indonesia secara luas. Metode: Metode yang digunakan dalam penelitian ini adalah metode kualitatif dan studi literatur. Teknik pengumpulan data yaitu melakukan penggalian informasi berdasarkan beberapa sumber tertulis seperti buku, artikel, jurnal, majalah, serta dokumen sesuai dengan permasalahan yang dikaji.Hasil: Hasil dari penelitian ini adalah COVID-19 membawa pengaruh besar pada kesehatan fisik dan mental masyarakat di Indonesia. Adapun faktor yang mempengaruhi kesehatan mental masyarakat adalah risiko utama depresi yang muncul akibat pandemi COVID-19 antara lain: resesi ekonomi, faktor jarak dan isolasi sosial, serta stress dan trauma pada tenaga kesehatan. Pengaruh yang diakibatkan COVID-19 pada perubahan yang terjadi secara tiba-tiba, membuat masyarakat sulit beradaptasi dan menyebabkan stress hingga trauma.Simpulan: COVID-19 membawa pengaruh besar dalam kesehatan fisik dan mental masyarakat di Indonesia.",0.74,0.23
Pengaruh Sarana Prasarana Dan Pemanfaatan Teknologi Informasi Dalam Pembelajaran Terhadap Mutu Pendidikan Di Sekolah Menengah Pertama Negeri Kabupaten Lombok Utara Tahun 2022,"Penelitian ini dilakukan untuk menemukan pengaruh sarana prasarana dan pemanfaatan teknologi informasi dalam pembelajaran terhadap mutu pendidikan. Tujuan penelitian ini adalah untuk menganalisis dan menemukan perbedaan mutu pendidikan di SMP Negeri Kabupaten Lombok Utara yang memiliki perbedaan sarana prasarana dan pemanfaatan teknologi informasi dalam pembelajaran. Penelitian ini menggunakan pendekatan deskriptif kuantitatif dengan metode penelitian kausal komparatif. Populasi pada penelitian ini terdiri dari 270 orang guru ASN yang tersebar di 16 SMP Negeri Kabupaten Lombok Utara. Teknik pengambilan sampel menggunakan proportional random sampling pada tiap sub populasi dan sampel ditentukan secara random. Sampel pada penelitian ini berjumlah 160 orang guru. Uji hipotesis menggunakan Analisys of Varians (ANOVA). Hasil penelitian menunjukkan: 1) Sarana prasarana tergolong cukup (69,04%); 2) Pemanfaatan teknologi informasi dalam pembelajaran tergolong cukup (68,51%); 3) Mutu pendidikan tergolong baik (81,04%); 4) Sarana prasarana berpengaruh positif dan signifikan terhadap mutu pendidikan (p Â 0,005); 5) Pemanfaatan teknologi informasi dalam pembelajaran berpengaruh positif dan signifikan terhadap mutu pendidikan (p Â 0,005); dan 6) Tidak terdapat pengaruh interaksi sarana prasarana dan pemanfaatan teknologi informasi dalam pembelajaran terhadap peningkatan mutu pendidikan (p > 0,005).",Pengaruh pendidikan kesehatan tentang bantuan hidup dasar (BHD) terhadap tingkat pengetahuan anggota PMR di SMK N 1 Bawen,"Tindakan darurat BHD dilakukan untuk membebaskan jalan napas, membantu pernapasan dan mempertahankan sirkulasi darah tanpa menggunakan alat bantu, Kegawatdaruratan dapat terjadi kapan saja, dimana saja, dan pada siapa saja. Bagi korban memerlukan suatu bentuk pertolongan yang cepat dan tepat agar korban dapat terhindar dari bahaya maut. Ilmu pertolongan pertama pada kecelakan sebaiknya di miliki oleh anggota PMR. Salah satu upaya pemberian informasi adalah melalui penyuluhan atau pendidikan kesehatan, yang diharapkan dapat meningkatkan pengetahuan anggota PMR. Penelitian ini memiliki tujuan untuk mengetahui pengaruh pendidikan kesehatan tentang Batuan hidup dasar (BHD) terhadap tingkat pengetahuan anggota PMR di SMK N 1 Bawen
Desain penelitian ini menggunakan rancangan pra eksperimen dengan pendekatan one group pre test-post test design Populasi dalam penelitian ini adalah anggota PMR di SMK N 1 Bawen sebanyak 35 orang. Tehnik sampling dalam penelitian ini adalah purposive sampling. Analisis data menggunakan analisis univariat dan bivariat menggunakan uji wilcoxon.
Pengetahuan kesehatan tentang Batuan hidup dasar (BHD) pada anggota PMR sebelum pendidikan kesehatan memiliki nilai rata-rata 71,22, sesudah pendidikan kesehatan memiliki nilai rata-rata 87,78. Ada pengaruh pendidikan kesehatan tentang Batuan hidup dasar (BHD) terhadap tingkat pengetahuan anggota PMR diperoleh nilai p-value 0,0001>0,05.
Ada pengaruh pendidikan kesehatan tentang Batuan hidup dasar (BHD) terhadap tingkat pengetahuan anggota PMR. Hasil penelitian ini memberikan masukan pada SMK N 1 Bawen agar dapat mengadakan pelatihan tentang penanganan Batuan hidup dasar (BHD) pada anggota PMR.",0.9,0.4
